week_date,year,month,week_of_year,week_of_month,period,category_name,subcategory_name,metric_order,gl_name,gl_number,mtd,ytd,ttm,wtd,predicted_wtd
2021-01-03,2021,1,53,1,P1-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,128.75,-686.21,-686.21,29.665898617511523,0
2021-01-10,2021,1,1,2,P1-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,128.75,-686.21,-686.21,29.665898617511523,29.665898617511523
2021-01-17,2021,1,2,3,P1-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,128.75,-686.21,-686.21,29.665898617511523,29.665898617511523
2021-01-24,2021,1,3,4,P1-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,128.75,-686.21,-686.21,29.665898617511523,29.665898617511523
2021-01-31,2021,1,4,5,P1-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,128.75,-686.21,-686.21,29.665898617511523,29.665898617511523
2021-02-07,2021,2,5,1,P2-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,27.600000000000023,-1344.82,-1344.82,6.359447004608301,29.665898617511523
2021-02-14,2021,2,6,2,P2-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,27.600000000000023,-1344.82,-1344.82,6.359447004608301,6.359447004608299
2021-02-21,2021,2,7,3,P2-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,27.600000000000023,-1344.82,-1344.82,6.359447004608301,6.359447004608301
2021-02-28,2021,2,8,4,P2-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,27.600000000000023,-1344.82,-1344.82,6.359447004608301,6.359447004608301
2021-03-07,2021,3,9,1,P3-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,20.370000000000005,-1983.06,-1983.06,4.693548387096776,6.359447004608301
2021-03-14,2021,3,10,2,P3-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,20.370000000000005,-1983.06,-1983.06,4.693548387096776,4.693548387096776
2021-03-21,2021,3,11,3,P3-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,20.370000000000005,-1983.06,-1983.06,4.693548387096776,4.693548387096776
2021-03-28,2021,3,12,4,P3-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,20.370000000000005,-1983.06,-1983.06,4.693548387096776,4.693548387096776
2021-04-04,2021,4,13,1,P4-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,46.14999999999998,-2575.15,-2575.15,10.633640552995386,4.693548387096776
2021-04-11,2021,4,14,2,P4-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,46.14999999999998,-2575.15,-2575.15,10.633640552995386,10.633640552995386
2021-04-18,2021,4,15,3,P4-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,46.14999999999998,-2575.15,-2575.15,10.633640552995386,10.633640552995386
2021-04-25,2021,4,16,4,P4-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,46.14999999999998,-2575.15,-2575.15,10.633640552995386,10.633640552995386
2021-05-02,2021,5,17,1,P5-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,142.08999999999995,-3025.15,-3025.15,32.739631336405516,10.633640552995386
2021-05-09,2021,5,18,2,P5-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,142.08999999999995,-3025.15,-3025.15,32.739631336405516,32.739631336405516
2021-05-16,2021,5,19,3,P5-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,142.08999999999995,-3025.15,-3025.15,32.739631336405516,32.739631336405516
2021-05-23,2021,5,20,4,P5-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,142.08999999999995,-3025.15,-3025.15,32.739631336405516,32.739631336405516
2021-05-30,2021,5,21,5,P5-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,142.08999999999995,-3025.15,-3025.15,32.739631336405516,32.739631336405516
2021-06-06,2021,6,22,1,P6-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-34.61,-3509.76,-3509.76,-7.974654378,32.739631336405516
2021-06-13,2021,6,23,2,P6-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-34.61,-3509.76,-3509.76,-7.974654378,-7.974654378
2021-06-20,2021,6,24,3,P6-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-34.61,-3509.76,-3509.76,-7.974654378,-7.974654378
2021-06-27,2021,6,25,4,P6-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-34.61,-3509.76,-3509.76,-7.974654378,-7.974654378
2021-07-04,2021,7,26,1,P7-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-7.69,-4002.06,-4002.06,-1.771889401,-7.974654378
2021-07-11,2021,7,27,2,P7-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-7.69,-4002.06,-4002.06,-1.771889401,-1.771889401
2021-07-18,2021,7,28,3,P7-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-7.69,-4002.06,-4002.06,-1.771889401,-1.771889401
2021-07-25,2021,7,29,4,P7-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-7.69,-4002.06,-4002.06,-1.771889401,-1.771889401
2021-08-01,2021,8,30,1,P8-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-4494.36,-4494.36,0,-1.771889401
2021-08-08,2021,8,31,2,P8-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-4494.36,-4494.36,0,-2.22E-16
2021-08-15,2021,8,32,3,P8-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-4494.36,-4494.36,0,2.465190328815662e-32
2021-08-22,2021,8,33,4,P8-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-4494.36,-4494.36,0,0
2021-08-29,2021,8,34,5,P8-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-4494.36,-4494.36,0,0
2021-09-05,2021,9,35,1,P9-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-4986.66,-4986.66,0,0
2021-09-12,2021,9,36,2,P9-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-4986.66,-4986.66,0,0
2021-09-19,2021,9,37,3,P9-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-4986.66,-4986.66,0,0
2021-09-26,2021,9,38,4,P9-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-4986.66,-4986.66,0,0
2021-10-03,2021,10,39,1,P10-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-5478.96,-5478.96,0,0
2021-10-10,2021,10,40,2,P10-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-5478.96,-5478.96,0,0
2021-10-17,2021,10,41,3,P10-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-5478.96,-5478.96,0,0
2021-10-24,2021,10,42,4,P10-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-5478.96,-5478.96,0,0
2021-10-31,2021,10,43,5,P10-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-5478.96,-5478.96,0,0
2021-11-07,2021,11,44,1,P11-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-5971.26,-5971.26,0,0
2021-11-14,2021,11,45,2,P11-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-5971.26,-5971.26,0,0
2021-11-21,2021,11,46,3,P11-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-5971.26,-5971.26,0,0
2021-11-28,2021,11,47,4,P11-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-5971.26,-5971.26,0,0
2021-12-05,2021,12,48,1,P12-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-6463.56,-6463.56,0,0
2021-12-12,2021,12,49,2,P12-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-6463.56,-6463.56,0,0
2021-12-19,2021,12,50,3,P12-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-6463.56,-6463.56,0,0
2021-12-26,2021,12,51,4,P12-21,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,-6463.56,-6463.56,0,0
2022-01-02,2022,1,52,1,P1-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-210.4,-702.7,-6480.05,-48.47926267,19.777265745007682
2022-01-09,2022,1,1,2,P1-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-210.4,-702.7,-6480.05,-48.47926267,-48.47926267
2022-01-16,2022,1,2,3,P1-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-210.4,-702.7,-6480.05,-48.47926267,-48.47926267
2022-01-23,2022,1,3,4,P1-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-210.4,-702.7,-6480.05,-48.47926267,-48.47926267
2022-01-30,2022,1,4,5,P1-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-210.4,-702.7,-6480.05,-48.47926267,-48.47926267
2022-02-06,2022,2,5,1,P2-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,410.4,-995,-6113.74,94.56221198156682,-71.78571429
2022-02-13,2022,2,6,2,P2-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,410.4,-995,-6113.74,94.56221198156682,-71.78571429
2022-02-20,2022,2,7,3,P2-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,410.4,-995,-6113.74,94.56221198156682,-71.78571429
2022-02-27,2022,2,8,4,P2-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,410.4,-995,-6113.74,94.56221198156682,-71.78571429
2022-03-06,2022,3,9,1,P3-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-80.76,-1368.06,-5848.56,-18.60829493,-73.4516129
2022-03-13,2022,3,10,2,P3-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-80.76,-1368.06,-5848.56,-18.60829493,-73.4516129
2022-03-20,2022,3,11,3,P3-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-80.76,-1368.06,-5848.56,-18.60829493,-73.4516129
2022-03-27,2022,3,12,4,P3-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-80.76,-1368.06,-5848.56,-18.60829493,-73.4516129
2022-04-03,2022,4,13,1,P4-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,21036.4,19295.28,15406.87,4847.096774193549,-67.51152074
2022-04-10,2022,4,14,2,P4-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,21036.4,19295.28,15406.87,4847.096774193549,-67.51152074
2022-04-17,2022,4,15,3,P4-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,21036.4,19295.28,15406.87,4847.096774193549,-67.51152074
2022-04-24,2022,4,16,4,P4-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,21036.4,19295.28,15406.87,4847.096774193549,-67.51152074
2022-05-01,2022,5,17,1,P5-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-774.02,39184.59999999999,35746.189999999995,-178.3456221,-45.40552995
2022-05-08,2022,5,18,2,P5-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-774.02,39184.59999999999,35746.189999999995,-178.3456221,-45.40552995
2022-05-15,2022,5,19,3,P5-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-774.02,39184.59999999999,35746.189999999995,-178.3456221,-45.40552995
2022-05-22,2022,5,20,4,P5-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-774.02,39184.59999999999,35746.189999999995,-178.3456221,-45.40552995
2022-05-29,2022,5,21,5,P5-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-774.02,39184.59999999999,35746.189999999995,-178.3456221,-45.40552995
2022-06-05,2022,6,22,1,P6-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-1182.66,57891.26,54937.45999999999,-272.5023041,-86.11981567
2022-06-12,2022,6,23,2,P6-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-1182.66,57891.26,54937.45999999999,-272.5023041,-86.11981567
2022-06-19,2022,6,24,3,P6-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-1182.66,57891.26,54937.45999999999,-272.5023041,-86.11981567
2022-06-26,2022,6,25,4,P6-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-1182.66,57891.26,54937.45999999999,-272.5023041,-86.11981567
2022-07-03,2022,7,26,1,P7-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-798.06,75799.85999999999,73338.35999999999,-183.8847926,-79.91705069
2022-07-10,2022,7,27,2,P7-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-798.06,75799.85999999999,73338.35999999999,-183.8847926,-79.91705069
2022-07-17,2022,7,28,3,P7-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-798.06,75799.85999999999,73338.35999999999,-183.8847926,-79.91705069
2022-07-24,2022,7,29,4,P7-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-798.06,75799.85999999999,73338.35999999999,-183.8847926,-79.91705069
2022-07-31,2022,7,30,5,P7-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,-798.06,75799.85999999999,73338.35999999999,-183.8847926,-78.14516129
2022-08-07,2022,8,31,1,P8-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,93708.46,91739.25999999998,0,-78.14516129
2022-08-14,2022,8,32,2,P8-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,93708.46,91739.25999999998,0,-78.14516129
2022-08-21,2022,8,33,3,P8-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,93708.46,91739.25999999998,0,-78.14516129
2022-08-28,2022,8,34,4,P8-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,93708.46,91739.25999999998,0,-78.14516129
2022-09-04,2022,9,35,1,P9-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,111617.06,110140.16,0,-78.14516129
2022-09-11,2022,9,36,2,P9-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,111617.06,110140.16,0,-78.14516129
2022-09-18,2022,9,37,3,P9-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,111617.06,110140.16,0,-78.14516129
2022-09-25,2022,9,38,4,P9-22,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,111617.06,110140.16,0,-78.14516129
2022-10-02,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2022-10-09,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2022-10-16,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2022-10-23,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2022-10-30,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2022-11-06,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2022-11-13,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2022-11-20,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2022-11-27,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2022-12-04,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2022-12-11,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2022-12-18,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2022-12-25,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-78.14516129
2023-01-01,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-126.624424
2023-01-08,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-126.624424
2023-01-15,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-126.624424
2023-01-22,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-126.624424
2023-01-29,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-126.624424
2023-02-05,,,,,,Liabilities,Cash flow from Operating Activities,2,401K-EMPLOYEE DEDUCTION,20227,0,0,0,0,-149.9308756
2021-01-03,2021,1,53,1,P1-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,10660.540000000035,-202376.03,-202376.03,2456.345622119824,0
2021-01-10,2021,1,1,2,P1-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,10660.540000000035,-202376.03,-202376.03,2456.345622119824,2456.345622119824
2021-01-17,2021,1,2,3,P1-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,10660.540000000035,-202376.03,-202376.03,2456.345622119824,2456.345622119824
2021-01-24,2021,1,3,4,P1-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,10660.540000000035,-202376.03,-202376.03,2456.345622119824,2456.345622119824
2021-01-31,2021,1,4,5,P1-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,10660.540000000035,-202376.03,-202376.03,2456.345622119824,2456.345622119824
2021-02-07,2021,2,5,1,P2-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-26916.25,-431668.31,-431668.31,-6201.900922,2456.345622119824
2021-02-14,2021,2,6,2,P2-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-26916.25,-431668.31,-431668.31,-6201.900922,-6201.900922
2021-02-21,2021,2,7,3,P2-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-26916.25,-431668.31,-431668.31,-6201.900922,-6201.900922
2021-02-28,2021,2,8,4,P2-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-26916.25,-431668.31,-431668.31,-6201.900922,-6201.900922
2021-03-07,2021,3,9,1,P3-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-160054.4,-821014.99,-821014.99,-36878.89401,-6201.900922
2021-03-14,2021,3,10,2,P3-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-160054.4,-821014.99,-821014.99,-36878.89401,-36878.89401
2021-03-21,2021,3,11,3,P3-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-160054.4,-821014.99,-821014.99,-36878.89401,-36878.89401
2021-03-28,2021,3,12,4,P3-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-160054.4,-821014.99,-821014.99,-36878.89401,-36878.89401
2021-04-04,2021,4,13,1,P4-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-19434.82,-1229796.49,-1229796.49,-4478.069124,-36878.89401
2021-04-11,2021,4,14,2,P4-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-19434.82,-1229796.49,-1229796.49,-4478.069124,-4478.069124
2021-04-18,2021,4,15,3,P4-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-19434.82,-1229796.49,-1229796.49,-4478.069124,-4478.069124
2021-04-25,2021,4,16,4,P4-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-19434.82,-1229796.49,-1229796.49,-4478.069124,-4478.069124
2021-05-02,2021,5,17,1,P5-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-5241.48,-1643819.47,-1643819.47,-1207.714286,-4478.069124
2021-05-09,2021,5,18,2,P5-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-5241.48,-1643819.47,-1643819.47,-1207.714286,-1207.714286
2021-05-16,2021,5,19,3,P5-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-5241.48,-1643819.47,-1643819.47,-1207.714286,-1207.714286
2021-05-23,2021,5,20,4,P5-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-5241.48,-1643819.47,-1643819.47,-1207.714286,-1207.714286
2021-05-30,2021,5,21,5,P5-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-5241.48,-1643819.47,-1643819.47,-1207.714286,-1207.714286
2021-06-06,2021,6,22,1,P6-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,42047.58000000008,-2015794.87,-2015794.87,9688.382488479281,-1207.714286
2021-06-13,2021,6,23,2,P6-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,42047.58000000008,-2015794.87,-2015794.87,9688.382488479281,9688.382488479278
2021-06-20,2021,6,24,3,P6-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,42047.58000000008,-2015794.87,-2015794.87,9688.382488479281,9688.382488479281
2021-06-27,2021,6,25,4,P6-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,42047.58000000008,-2015794.87,-2015794.87,9688.382488479281,9688.382488479281
2021-07-04,2021,7,26,1,P7-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-442230.34,-2830000.61,-2830000.61,-101896.3917,9688.382488479281
2021-07-11,2021,7,27,2,P7-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-442230.34,-2830000.61,-2830000.61,-101896.3917,-101896.3917
2021-07-18,2021,7,28,3,P7-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-442230.34,-2830000.61,-2830000.61,-101896.3917,-101896.3917
2021-07-25,2021,7,29,4,P7-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,-442230.34,-2830000.61,-2830000.61,-101896.3917,-101896.3917
2021-08-01,2021,8,30,1,P8-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,385760.35,-3258446,-3258446,88884.87327,-101896.3917
2021-08-08,2021,8,31,2,P8-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,385760.35,-3258446,-3258446,88884.87327,88884.87327188936
2021-08-15,2021,8,32,3,P8-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,385760.35,-3258446,-3258446,88884.87327,88884.87327
2021-08-22,2021,8,33,4,P8-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,385760.35,-3258446,-3258446,88884.87327,88884.87327
2021-08-29,2021,8,34,5,P8-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,385760.35,-3258446,-3258446,88884.87327,88884.87327
2021-09-05,2021,9,35,1,P9-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,115896.92999999992,-3570994.46,-3570994.46,26704.361751152057,88884.87327
2021-09-12,2021,9,36,2,P9-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,115896.92999999992,-3570994.46,-3570994.46,26704.361751152057,26704.361751152057
2021-09-19,2021,9,37,3,P9-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,115896.92999999992,-3570994.46,-3570994.46,26704.361751152057,26704.361751152057
2021-09-26,2021,9,38,4,P9-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,115896.92999999992,-3570994.46,-3570994.46,26704.361751152057,26704.361751152057
2021-10-03,2021,10,39,1,P10-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,64507.71999999997,-3819035.2,-3819035.2,14863.529953917045,26704.361751152057
2021-10-10,2021,10,40,2,P10-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,64507.71999999997,-3819035.2,-3819035.2,14863.529953917045,14863.529953917045
2021-10-17,2021,10,41,3,P10-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,64507.71999999997,-3819035.2,-3819035.2,14863.529953917045,14863.529953917045
2021-10-24,2021,10,42,4,P10-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,64507.71999999997,-3819035.2,-3819035.2,14863.529953917045,14863.529953917045
2021-10-31,2021,10,43,5,P10-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,64507.71999999997,-3819035.2,-3819035.2,14863.529953917045,14863.529953917045
2021-11-07,2021,11,44,1,P11-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,30645.17000000004,-4036430.77,-4036430.77,7061.0990783410225,14863.529953917045
2021-11-14,2021,11,45,2,P11-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,30645.17000000004,-4036430.77,-4036430.77,7061.0990783410225,7061.099078341023
2021-11-21,2021,11,46,3,P11-21,Liabilities,Cash flow from Operating Activities,2,A/P TRADE,20101,30645.17000000004,-4036430.77,-4036430.77,7061.0990783410225,7061.0990783410225
